,dealKey,Created,VersionNumber,CreatedByAnalyst,Alpha Ticker,Catalyst,Catalyst Tier,Unaffected Date,Closing,Alpha Upside,Alpha Downside,textarea,alpha_down_price_note_textarea,alpha_up_price_note_textarea,cix,peer_ticker_1,peer_ticker_2,peer_ticker_3,peer_ticker_4,peer_ticker_5,peer_ticker_6,peer_ticker_7,peer_ticker_8,peer_weight_1,peer_weight_2,peer_weight_3,peer_weight_4,peer_weight_5,peer_weight_6,peer_weight_7,peer_weight_8,price_target_date,status,val_metric_name_1,val_metric_name_2,val_metric_name_3,val_metric_name_4,val_metric_name_5,val_metric_weight_1,val_metric_weight_2,val_metric_weight_3,val_metric_weight_4,val_metric_weight_5,Category,Deal Type,Hedges
5935,676,2018-09-28,0,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,,,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5941,676,2018-09-28,1,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,100.0,75.0,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5947,676,2018-09-28,2,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,100.0,75.0,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5953,676,2018-09-28,3,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,100.0,75.0,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5959,676,2018-09-28,4,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,95.0,75.0,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5965,676,2018-09-28,5,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,95.0,75.0,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5971,676,2018-09-28,6,dzhang,SNX US EQUITY,Soft,3,2018-06-28,2019-12-31,95.0,75.0,,"- Assumes -3% growth at CVG
- 11.5% EBITDA margin by 2020
- Citi numbers for SNX (-1.8% 2019 and -3.5% 2020)
- 3.17% EBIT margin 

- $50 mln of synergies vs $150 guide

- 8.5x PE multiple on 2020 - Blend of 7.5x on SNX (TECD is the low at 7x) and 11x on CVG (3.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 10%
","- Assumes flat growth and flat margins at CVG
- Citi margin for SNX but flat growth 

- $150 synergies

- 9.1x PE multiple on 2020 - Blend of 8x on SNX (TECD is the low at 7x) and 12x on CVG (2.5x discount to SYKE) - Baird says 2.5x discount is fair

discounted back 15%",,TTEC,ATTO,SYKE,AVT,TECD,ARW,,,.225,.225,.225,10.8,10.8,10.8,,,11/01/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,.25,.75,0,0,Re-Rating,Transformational M&A,Yes
5975,677,2018-09-28,0,cwatkins,AIMC US EQUITY,Soft,3,2018-03-06,2019-12-31,,,,"10x 420mm = $39

Historically traded at a 1.6x premium to RBC and RXN which trade 8x and 8.76x respectively, so multiple should be 9.6 to 10.4; but if it traded 8x would b $27.66, given its leverage 0.5x is worth $3.25 ","bear/bull range is 10-12x

I`m at 440mm of 2019 EBITDA; street is as low at 420mm (but was characertized as conservative)

11x 440mm = $49

12x 430mm (mid point) = 54

Historically traded in line with XLI and up to 1x premium.  FTV assets viewed as better, so should be able to get that premium, which off of xLI current multiple of 10x = 11x",.ESSAIMC INDEX,rxn us equity,tkr us equity,rbc us equity,,,,,,.333,.333,.333,,,,,,11/02/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Re-Rating,Transformational M&A,Yes
5979,677,2018-09-28,1,cwatkins,AIMC US EQUITY,Soft,3,2018-03-06,2019-12-31,49.0,39.0,,"10x 420mm = $39

Historically traded at a 1.6x premium to RBC and RXN which trade 8x and 8.76x respectively, so multiple should be 9.6 to 10.4; but if it traded 8x would b $27.66, given its leverage 0.5x is worth $3.25 ","bear/bull range is 10-12x

I`m at 440mm of 2019 EBITDA; street is as low at 420mm (but was characertized as conservative)

11x 440mm = $49

12x 430mm (mid point) = 54

Historically traded in line with XLI and up to 1x premium.  FTV assets viewed as better, so should be able to get that premium, which off of xLI current multiple of 10x = 11x",.ESSAIMC INDEX,rxn us equity,tkr us equity,rbc us equity,,,,,,.333,.333,.333,,,,,,11/02/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Re-Rating,Transformational M&A,Yes
5983,677,2018-09-28,2,cwatkins,AIMC US EQUITY,Soft,3,2018-03-06,2019-12-31,48.0,27.75,,"10x 420mm = $39

Historically traded at a 1.6x premium to RBC and RXN which trade 8x and 8.76x respectively, so multiple should be 9.6 to 10.4; but if it traded 8x would b $27.66, given its leverage 0.5x is worth $3.25 ","bear/bull range is 10-12x

I`m at 440mm of 2019 EBITDA; street is as low at 420mm (but was characertized as conservative)

11x 440mm = $49

12x 430mm (mid point) = 54

Historically traded in line with XLI and up to 1x premium.  FTV assets viewed as better, so should be able to get that premium, which off of xLI current multiple of 10x = 11x",.ESSAIMC INDEX,rxn us equity,tkr us equity,rbc us equity,,,,,,.333,.333,.333,,,,,,11/02/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Re-Rating,Transformational M&A,Yes
5987,677,2018-09-28,3,cwatkins,AIMC US EQUITY,Soft,3,2018-03-06,2019-12-31,48.0,27.75,,"10x 420mm = $39

Historically traded at a 1.6x premium to RBC and RXN which trade 8x and 8.76x respectively, so multiple should be 9.6 to 10.4; but if it traded 8x would b $27.66, given its leverage 0.5x is worth $3.25 ","bear/bull range is 10-12x

I`m at 440mm of 2019 EBITDA; street is as low at 420mm (but was characertized as conservative)

11x 440mm = $49

12x 430mm (mid point) = 54

Historically traded in line with XLI and up to 1x premium.  FTV assets viewed as better, so should be able to get that premium, which off of xLI current multiple of 10x = 11x",.ESSAIMC INDEX,rxn us equity,tkr us equity,rbc us equity,,,,,,.333,.333,.333,,,,,,11/02/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Re-Rating,Transformational M&A,Yes
5991,677,2018-09-28,4,cwatkins,AIMC US EQUITY,Soft,3,2018-03-06,2019-12-31,48.0,27.75,,"10x 420mm = $39

Historically traded at a 1.6x premium to RBC and RXN which trade 8x and 8.76x respectively, so multiple should be 9.6 to 10.4; but if it traded 8x would b $27.66, given its leverage 0.5x is worth $3.25 ","bear/bull range is 10-12x

I`m at 440mm of 2019 EBITDA; street is as low at 420mm (but was characertized as conservative)

11x 440mm = $49

12x 430mm (mid point) = 54

Historically traded in line with XLI and up to 1x premium.  FTV assets viewed as better, so should be able to get that premium, which off of xLI current multiple of 10x = 11x",.ESSAIMC INDEX,rxn us equity,tkr us equity,rbc us equity,,,,,,.333,.333,.333,,,,,,11/02/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Re-Rating,Transformational M&A,Yes
5997,678,2018-09-28,0,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,,,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6003,678,2018-09-28,1,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,18.0,11.0,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6009,678,2018-09-28,2,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,18.0,12.5,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6015,678,2018-09-28,3,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,18.0,10.0,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6021,678,2018-09-28,4,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,17.0,8.0,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6027,678,2018-09-28,5,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,17.0,8.0,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6033,678,2018-09-28,6,dzhang,SPA US EQUITY,Soft,1,2016-03-11,2019-06-30,18.0,8.0,,"Based on regression on multiple and using LTM EBITDA of $33M 

Historically traded in-line with the average of MDS peers and Ultra multiples. Today that implies 5.6-6.2x (90-100% discount)

Implies valuation between $10.40-$12.45. Using low end given liquidity",,.ESSSPA INDEX,PLXS US EQUITY,JBL US EQUITY,FLEX US EQUITY,CLS US EQUITY,,,,,0.25,0.25,0.25,0.25,,,,,10/30/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6038,679,2018-09-28,2,cwatkins,TPCO US EQUITY,Soft,1,2018-08-07,2018-12-31,19.5,12.75,,"we now have Q3 numbers which included 1 full qtr of NYDN, Best Reviews and Virginia Pilot.  I now get to steady state adjusted EBITDA in 2019/20 of 85mm

At 4.25x which is GCI excluding pension is 12.36

GCI including underfunded pension is 5.6x and would imply $15.11

the other way around is TPCO trough multiple is 3.5x on their adjusted EBITDA.  They`ve guided to 109mm of adjusted ebitda which would get you to $12.93

For completeness, 3.5x on 85mm of EBITDA is $10.56

My downside before was 11.83; but GCI multiple up 0.25x since last time moves numbers, so i`m re-calibrating to $12, which is just a touch up and really just a rounding up to reflect better GCI multiple","Rumored prices in the press - Donereail in the low 18s; (we assume $18.25.  Latest NYP suggested a range of $18.25 to $19 and we assume MNI needs to beat Donerail

On my numbers 2019 EBITDA at MNI will be 99.5m and at TPCO 85mm and believe there`s 100mm of synergies at 10% of TPCO top line.

GCI trades at 4.25x 2019 EBITDA.  

I assume Chatham Xchanges their 351mm of term loan 50% for equity at last price ($6.85) and then 19.5% of their TL into a convertible preferred; which in total would keep them flat on their PnL from entry point on the credit.

I assume Soon-Shiong rolls his equity stake.
I assume MNI uses 100mm of the 123mm TPCO cash balance for shareholders

At an 18.25 deal that equates to 237mm of new debt raised and 150mm of equity given to TPCO shareholders, which at last price would be a 0.62 ratio and $14 cash.

That equates to PF gross debt of 722, Minority interest at 39mm and cash at 43mm.  PF s/o would be 78.6mm before Chatam convert (i included the face value of their convert in the gross debt).

at 4.25x of 284.2mm in EBITDA i get to $6.22 pro-forma MNI value; which at 0.62 ratio and $14 cash would be $17.86

Worst case at 4.25x only 250mm of EBITDA, assuming the synergies take time to ramp; and Soon-shiong doesn`t roll equity (meaning less cash for minority TPCO holders) MNI would be worth $4.37 and TPCO implied deal is $15.09.  In this scenario deal terms are $9.50 cash and 1.28 shares.  The total s/o don`t change, just your mix of cash/stock

",.ESSTPCO INDEX,gci us equity,mni us equity,newm us equity,,,,,,.5,.25,.25,,,,,,12/03/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6043,679,2018-09-28,3,cwatkins,TPCO US EQUITY,Soft,1,2018-08-07,2018-12-31,18.75,13.5,,"we now have Q3 numbers which included 1 full qtr of NYDN, Best Reviews and Virginia Pilot.  I now get to steady state adjusted EBITDA in 2019/20 of 85mm

At 4.25x which is GCI excluding pension is 12.36

GCI including underfunded pension is 5.6x and would imply $15.11

the other way around is TPCO trough multiple is 3.5x on their adjusted EBITDA.  They`ve guided to 109mm of adjusted ebitda which would get you to $12.93

For completeness, 3.5x on 85mm of EBITDA is $10.56

My downside before was 11.83; but GCI multiple up 0.25x since last time moves numbers, so i`m re-calibrating to $12, which is just a touch up and really just a rounding up to reflect better GCI multiple","Rumored prices in the press - Donereail in the low 18s; (we assume $18.25.  Latest NYP suggested a range of $18.25 to $19 and we assume MNI needs to beat Donerail

On my numbers 2019 EBITDA at MNI will be 99.5m and at TPCO 85mm and believe there`s 100mm of synergies at 10% of TPCO top line.

GCI trades at 4.25x 2019 EBITDA.  

I assume Chatham Xchanges their 351mm of term loan 50% for equity at last price ($6.85) and then 19.5% of their TL into a convertible preferred; which in total would keep them flat on their PnL from entry point on the credit.

I assume Soon-Shiong rolls his equity stake.
I assume MNI uses 100mm of the 123mm TPCO cash balance for shareholders

At an 18.25 deal that equates to 237mm of new debt raised and 150mm of equity given to TPCO shareholders, which at last price would be a 0.62 ratio and $14 cash.

That equates to PF gross debt of 722, Minority interest at 39mm and cash at 43mm.  PF s/o would be 78.6mm before Chatam convert (i included the face value of their convert in the gross debt).

at 4.25x of 284.2mm in EBITDA i get to $6.22 pro-forma MNI value; which at 0.62 ratio and $14 cash would be $17.86

Worst case at 4.25x only 250mm of EBITDA, assuming the synergies take time to ramp; and Soon-shiong doesn`t roll equity (meaning less cash for minority TPCO holders) MNI would be worth $4.37 and TPCO implied deal is $15.09.  In this scenario deal terms are $9.50 cash and 1.28 shares.  The total s/o don`t change, just your mix of cash/stock

",.ESSTPCO INDEX,gci us equity,mni us equity,newm us equity,,,,,,.5,.25,.25,,,,,,12/03/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6048,679,2018-09-28,4,cwatkins,TPCO US EQUITY,Soft,1,2018-08-07,2018-12-31,18.75,13.5,,"we now have Q3 numbers which included 1 full qtr of NYDN, Best Reviews and Virginia Pilot.  I now get to steady state adjusted EBITDA in 2019/20 of 85mm

At 4.25x which is GCI excluding pension is 12.36

GCI including underfunded pension is 5.6x and would imply $15.11

the other way around is TPCO trough multiple is 3.5x on their adjusted EBITDA.  They`ve guided to 109mm of adjusted ebitda which would get you to $12.93

For completeness, 3.5x on 85mm of EBITDA is $10.56

My downside before was 11.83; but GCI multiple up 0.25x since last time moves numbers, so i`m re-calibrating to $12, which is just a touch up and really just a rounding up to reflect better GCI multiple","Rumored prices in the press - Donereail in the low 18s; (we assume $18.25.  Latest NYP suggested a range of $18.25 to $19 and we assume MNI needs to beat Donerail

On my numbers 2019 EBITDA at MNI will be 99.5m and at TPCO 85mm and believe there`s 100mm of synergies at 10% of TPCO top line.

GCI trades at 4.25x 2019 EBITDA.  

I assume Chatham Xchanges their 351mm of term loan 50% for equity at last price ($6.85) and then 19.5% of their TL into a convertible preferred; which in total would keep them flat on their PnL from entry point on the credit.

I assume Soon-Shiong rolls his equity stake.
I assume MNI uses 100mm of the 123mm TPCO cash balance for shareholders

At an 18.25 deal that equates to 237mm of new debt raised and 150mm of equity given to TPCO shareholders, which at last price would be a 0.62 ratio and $14 cash.

That equates to PF gross debt of 722, Minority interest at 39mm and cash at 43mm.  PF s/o would be 78.6mm before Chatam convert (i included the face value of their convert in the gross debt).

at 4.25x of 284.2mm in EBITDA i get to $6.22 pro-forma MNI value; which at 0.62 ratio and $14 cash would be $17.86

Worst case at 4.25x only 250mm of EBITDA, assuming the synergies take time to ramp; and Soon-shiong doesn`t roll equity (meaning less cash for minority TPCO holders) MNI would be worth $4.37 and TPCO implied deal is $15.09.  In this scenario deal terms are $9.50 cash and 1.28 shares.  The total s/o don`t change, just your mix of cash/stock

",.ESSTPCO INDEX,gci us equity,mni us equity,newm us equity,,,,,,.5,.25,.25,,,,,,12/03/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6053,679,2018-09-28,5,cwatkins,TPCO US EQUITY,Soft,1,2018-08-07,2018-12-31,17.87,11.83,,"we now have Q3 numbers which included 1 full qtr of NYDN, Best Reviews and Virginia Pilot.  I now get to steady state adjusted EBITDA in 2019/20 of 85mm

At 4.25x which is GCI excluding pension is 12.36

GCI including underfunded pension is 5.6x and would imply $15.11

the other way around is TPCO trough multiple is 3.5x on their adjusted EBITDA.  They`ve guided to 109mm of adjusted ebitda which would get you to $12.93

For completeness, 3.5x on 85mm of EBITDA is $10.56

My downside before was 11.83; but GCI multiple up 0.25x since last time moves numbers, so i`m re-calibrating to $12, which is just a touch up and really just a rounding up to reflect better GCI multiple","Rumored prices in the press - Donereail in the low 18s; (we assume $18.25.  Latest NYP suggested a range of $18.25 to $19 and we assume MNI needs to beat Donerail

On my numbers 2019 EBITDA at MNI will be 99.5m and at TPCO 85mm and believe there`s 100mm of synergies at 10% of TPCO top line.

GCI trades at 4.25x 2019 EBITDA.  

I assume Chatham Xchanges their 351mm of term loan 50% for equity at last price ($6.85) and then 19.5% of their TL into a convertible preferred; which in total would keep them flat on their PnL from entry point on the credit.

I assume Soon-Shiong rolls his equity stake.
I assume MNI uses 100mm of the 123mm TPCO cash balance for shareholders

At an 18.25 deal that equates to 237mm of new debt raised and 150mm of equity given to TPCO shareholders, which at last price would be a 0.62 ratio and $14 cash.

That equates to PF gross debt of 722, Minority interest at 39mm and cash at 43mm.  PF s/o would be 78.6mm before Chatam convert (i included the face value of their convert in the gross debt).

at 4.25x of 284.2mm in EBITDA i get to $6.22 pro-forma MNI value; which at 0.62 ratio and $14 cash would be $17.86

Worst case at 4.25x only 250mm of EBITDA, assuming the synergies take time to ramp; and Soon-shiong doesn`t roll equity (meaning less cash for minority TPCO holders) MNI would be worth $4.37 and TPCO implied deal is $15.09.  In this scenario deal terms are $9.50 cash and 1.28 shares.  The total s/o don`t change, just your mix of cash/stock

",.ESSTPCO INDEX,gci us equity,mni us equity,newm us equity,,,,,,.5,.25,.25,,,,,,12/03/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
6058,679,2018-09-28,6,cwatkins,TPCO US EQUITY,Soft,1,2018-08-07,2018-12-31,17.86,12.0,,"we now have Q3 numbers which included 1 full qtr of NYDN, Best Reviews and Virginia Pilot.  I now get to steady state adjusted EBITDA in 2019/20 of 85mm

At 4.25x which is GCI excluding pension is 12.36

GCI including underfunded pension is 5.6x and would imply $15.11

the other way around is TPCO trough multiple is 3.5x on their adjusted EBITDA.  They`ve guided to 109mm of adjusted ebitda which would get you to $12.93

For completeness, 3.5x on 85mm of EBITDA is $10.56

My downside before was 11.83; but GCI multiple up 0.25x since last time moves numbers, so i`m re-calibrating to $12, which is just a touch up and really just a rounding up to reflect better GCI multiple","Rumored prices in the press - Donereail in the low 18s; (we assume $18.25.  Latest NYP suggested a range of $18.25 to $19 and we assume MNI needs to beat Donerail

On my numbers 2019 EBITDA at MNI will be 99.5m and at TPCO 85mm and believe there`s 100mm of synergies at 10% of TPCO top line.

GCI trades at 4.25x 2019 EBITDA.  

I assume Chatham Xchanges their 351mm of term loan 50% for equity at last price ($6.85) and then 19.5% of their TL into a convertible preferred; which in total would keep them flat on their PnL from entry point on the credit.

I assume Soon-Shiong rolls his equity stake.
I assume MNI uses 100mm of the 123mm TPCO cash balance for shareholders

At an 18.25 deal that equates to 237mm of new debt raised and 150mm of equity given to TPCO shareholders, which at last price would be a 0.62 ratio and $14 cash.

That equates to PF gross debt of 722, Minority interest at 39mm and cash at 43mm.  PF s/o would be 78.6mm before Chatam convert (i included the face value of their convert in the gross debt).

at 4.25x of 284.2mm in EBITDA i get to $6.22 pro-forma MNI value; which at 0.62 ratio and $14 cash would be $17.86

Worst case at 4.25x only 250mm of EBITDA, assuming the synergies take time to ramp; and Soon-shiong doesn`t roll equity (meaning less cash for minority TPCO holders) MNI would be worth $4.37 and TPCO implied deal is $15.09.  In this scenario deal terms are $9.50 cash and 1.28 shares.  The total s/o don`t change, just your mix of cash/stock

",.ESSTPCO INDEX,gci us equity,mni us equity,newm us equity,,,,,,.5,.25,.25,,,,,,12/03/2018,Reviewed,EV/Sales,EV/EBITDA,P/EPS,DVD yield,FCF yield,0,1,0,0,0,Special Situations,Spec M&A,No
